Text,Label,Case
"ביום 4/2/20 התקבלה חוות דעת פסיכיאטרית שניתנה על ידי ד""ר ילנה ויטנברג ממרכז בריאות הנפש במעלה הכרמל (להלן: ד""ר ויטנברג), שבה נקבע כי הנאשם אינו לוקה במחלה נפשית במובנו המשפטי של המונח, כי הוא כשיר לעמוד לדין ולעקוב אחר הליכי משפט, וכי הוא זקוק לטיפול הרגעתי סימפטומטי לצד השגחה בתא המעצר, בשל התנהגות בלתי צפויה ותוקפנות כלפי עצמו;",GENERAL_CIRCUM,train
בין הנאשם לסעדו ג'ורבאן (להלן: סעדו) קיימת היכרות מוקדמת;,GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
"בנסיבות העניין, על אף שעסקינן בשלוש עבירות שביצע הנאשם, ומשמדובר ברצף של מעשים שבוצעו בטווח זמנים קצר, מקובלת עלי עמדת הצדדים כי יש לראות במעשיו של הנאשם כ""אירוע אחד"", ובהתאם לקבוע מתחם ענישה אחד למכלול המעשים;",GENERAL_CIRCUM,train
גם אין לי בגדים;,GENERAL_CIRCUM,train
"דא עקא שמטענות ההגנה עולה כי הנאשם נקלע למצבו הכלכלי הקשה בשל חובות שנטל על עצמו לצורך חתונתו, רכישת רהיטים ותשלום דמי שכירות, נסיבות שאינן בהן משום הצדקה להקלה בעונשו;",GENERAL_CIRCUM,train
"דבריו של הנאשם לגבי ניסיון ההתאבדות שלו קיבלו חיזוק בחוות הדעת הפסיכיאטרית שניתנה בעניינו לבקשתו, שם נקבע כי הוא זקוק לטיפול הרגעתי, בשל התנהגות בלתי צפויה ותוקפנות כלפי עצמו;",GENERAL_CIRCUM,train
"הנאשם ביקש רחמים, חזר והביע חרטה, והבטיח כי לא ישוב לסורו; ובין השאר ציין כי אנשים שביצעו עבירות דומות נדונו לתקופות קצרות של 9 ו- 10 חודשים;",GENERAL_CIRCUM,train
"הנאשם ביקש רחמים, חזר והביע חרטה, והבטיח כי לא ישוב לסורו; ובין השאר ציין כי אנשים שביצעו עבירות דומות נדונו לתקופות קצרות של 9 ו- 10 חודשים;",GENERAL_CIRCUM,train
"הנאשם ביקש רחמים, חזר והביע חרטה, והבטיח כי לא ישוב לסורו; ובין השאר ציין כי אנשים שביצעו עבירות דומות נדונו לתקופות קצרות של 9 ו- 10 חודשים;",GENERAL_CIRCUM,train
הנאשם הביע רצון לעזור לאביו החולה וחשש שאביו ימות מבלי שהוא יוכל לראותו קודם לכן;,GENERAL_CIRCUM,train
"הנאשם הורשע פחות משנה וחצי לפני ביצוען של העבירות הנדונות דידן, בבית משפט צבאי בעבירה של סחר בציוד מלחמתי, נדון למאסר בפועל של 13 חודשי מאסר, ולמאסר על תנאי משמעותי בן שנתיים, שלא הותירו עליו את רישומם, משחזר לסורו זמן קצר יחסית לאחר שסיים לרצות את עונש המאסר בפועל, חרף המאסר המותנה שריחף מעליו; התנהלות המלמדת על העדר מורא מפני החוק;",GENERAL_CIRCUM,train
"הנאשם התחתן לאחרונה וצבר חובות כבדים עקב חתונתו, תשלום בגין שכירות וריהוט הבית;",GENERAL_CIRCUM,train
"הנאשם מסר כי התחתן זמן קצר לפני ביצוע העבירה, אשתו ביקשה להתגרש ממנו משנעצר, והוא מבקש להחזירה וללכת לעבוד;",GENERAL_CIRCUM,train
"הנאשם סיפר כי אמו נכה ואביו חולה בסרטן בריאות, כי יש לו שלושה אחים ""מונגולים"" ואין מי שיתמוך בהוריו; לדבריו, הוא עבד בבית קפה והרוויח כ-60-70 ₪ ליום;",GENERAL_CIRCUM,train
"הנאשם סיפר, כי אמו נכה ואביו חולה בסרטן בריאות, כי יש לו שלושה אחים ""מונגולים"" ואין מי שיעזור ויתמוך בהורים שלו, וכן כי הוא עבד בבית קפה והרוויח כ-60-70 ₪ ליום;",GENERAL_CIRCUM,train
"הנאשם ציין כי כבר שמונה חודשים שלא מבקרים אותו, אין לו ""קנטינה"" ואין לו בגדים, וכי הוא לוקח בגדים וסיגריות מאחרים;",GENERAL_CIRCUM,train
"ככל שהנאשם עבד בבית קפה והשתכר לפרנסתו, אין בכך שביקש לסחור בנשק לא חוקי משיקולים של בצע כסף כדי להועיל לו;",GENERAL_CIRCUM,train
"ככל שהנאשם עבד בבית קפה והשתכר לפרנסתו, אין בכך שביקש לסחור בנשק לא חוקי משיקולים של בצע כסף כדי להועיל לו;",GENERAL_CIRCUM,train
"כן ביקשה ב""כ המאשימה לייחס משקל לחומרה לחלקו הדומיננטי של הנאשם בביצוע העבירות, לתכנון ולקשירת הקשר שקדמו לביצוען, לעובדה כי העבירות בוצעו בצוותא שעה שמעל ראשו של הנאשם מרחף עונש מאסר מותנה בן 24 חודשים, שהושת עליו בבית המשפט הצבאי שומרון; לנזק שצפוי היה להיגרם לו עשה הנאשם בו שימוש, אם כי הסכימה שלא נעשה שימוש בנשק;",GENERAL_CIRCUM,train
"כן ביקשה ב""כ המאשימה לייחס משקל לחומרה לחלקו הדומיננטי של הנאשם בביצוע העבירות, לתכנון ולקשירת הקשר שקדמו לביצוען, לעובדה כי העבירות בוצעו בצוותא שעה שמעל ראשו של הנאשם מרחף עונש מאסר מותנה בן 24 חודשים, שהושת עליו בבית המשפט הצבאי שומרון; לנזק שצפוי היה להיגרם לו עשה הנאשם בו שימוש, אם כי הסכימה שלא נעשה שימוש בנשק;",GENERAL_CIRCUM,train
"כן הוסיף הנאשם, כי כבר שמונה חודשים שלא מבקרים אותו, אין לו קנטינה ואין לו בגדים, וכי את החסר הוא משלים מאחרים;",GENERAL_CIRCUM,train
"כן חל שינוי בתקשורת שלו עם סביבתו, ומבטו נעשה חלול;",GENERAL_CIRCUM,train
"כן עתרה ליתן משקל לקולה לנסיבותיו האישיות של הנאשם, אשר גדל במציאות חיים קשה מאוד, ללא תמיכה משפחתית, נשר מלימודיו ב""כיתה ג' או ד'"", והוא נתון במצוקה כלכלית;",GENERAL_CIRCUM,train
"כניסה לישראל לצורך ביצוע עבירות פליליות בכלל ועבירות חמורות בנשק בפרט, גם למטרה של בצע כסף, אינה נכללת בביטוי ""כניסה ;;;לצרכי פרנסה""; לא נעלם מעיני טיעונה של ב""כ הנאשם לפיה הנאשם ביצע את העבירות בהן הורשע למטרת רווח כלכלי גרידא; הנאשם אף אינו נהנה מעבר נקי, וממילא הורשע בעבירות נלוות לעבירת הכניסה שלא כדין, אשר הופכת להיות נלווית לעבירות החמורות שביצע וניסה לבצע;",GENERAL_CIRCUM,train
"כניסה לישראל לצורך ביצוע עבירות פליליות בכלל ועבירות חמורות בנשק בפרט, גם למטרה של בצע כסף, אינה נכללת בביטוי ""כניסה ;;;לצרכי פרנסה""; לא נעלם מעיני טיעונה של ב""כ הנאשם לפיה הנאשם ביצע את העבירות בהן הורשע למטרת רווח כלכלי גרידא; הנאשם אף אינו נהנה מעבר נקי, וממילא הורשע בעבירות נלוות לעבירת הכניסה שלא כדין, אשר הופכת להיות נלווית לעבירות החמורות שביצע וניסה לבצע;",GENERAL_CIRCUM,train
לחומרה אני רואה לקחת בחשבון כי אין זו עבירת הנשק הראשונה שביצע הנאשם;,GENERAL_CIRCUM,train
"לטענת ב""כ הנאשם, הסיבה שהביאה להסתבכותו של הנאשם בביצוע העבירה היא מצוקתו הכלכלית, אשר נוצלה על ידי אחרים, שביקשו ממנו לקחת חלק בעבירת הסחר;",GENERAL_CIRCUM,train
"לנאשם הרשעה קודמת מיום 16/7/18 בעבירה של סחר בציוד מלחמתי, בבית המשפט הצבאי בשומרון, שבגינה הושתו עליו 13 חודשי מאסר בפועל, ומאסר מותנה בן 24 חודשים למשך חמש שנים, שהנאשם לא יישא בו זולת אם יעבור עבירות שעניינן עיסוק באמל""ח,  סיכון מכוון לחיי אדם על הנגזרות שלו, עבירות בניגוד לסעיפים 58 ו- 59 בתקנות ההגנה (שעת חירום), ועבירות נוספות, וכן קנס כספי;",GENERAL_CIRCUM,train
